source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[collision energy]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD011799-Sample-264	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-265	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-266	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-267	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-268	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-269	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-270	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr6.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-271	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-272	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-273	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-274	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-275	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-276	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-277	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-278	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-279	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-280	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr7.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-281	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-282	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-283	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-284	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-285	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-286	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-287	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-288	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130N	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-289	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130C	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD011799-Sample-290	Homo sapiens	blood, melanoma	metastatic melanoma	B cells	8	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type (PBMCB, TAB), treatment (MCM, control)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	10 ppm	0.01 Da	dithiothreitol	iodoacetamide	orbitrap	42 NCE	20170424_Lumos_RSLC3_Maurer_Hartl_UW_MFPL_shotgun_TMT1_global_Fr8.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
