source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009630-Sample-76	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 76	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_77_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-77	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 77	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM19_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-78	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 78	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM30_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-79	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 79	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_15_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-80	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 80	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM57.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-81	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 81	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_24_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-82	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 82	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170517_MM92_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-83	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 83	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM96_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-84	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 84	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM54_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-85	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 85	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170522_MM123_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-86	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 86	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151106_MM_43_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-87	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 87	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	20161011_MM98_2.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-88	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 88	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_83_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-89	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 89	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_86_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-90	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 90	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	MM51.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-91	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 91	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM66_04.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-92	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 92	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170518_MM70_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-93	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 93	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170518_MM119_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-94	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 94	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM122_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-95	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 95	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM25_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-96	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 96	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM28_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-97	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 97	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_80_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-98	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 98	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM62_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-99	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 99	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151019_MM_5_01.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-100	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 100	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM100_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-101	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 101	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160620_MM36_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-102	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 102	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170520_MM117_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-103	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 103	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160629_MM_48_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-104	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 104	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM104_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-105	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 105	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151215_MM_85_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-106	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 106	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160622_MM63_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-107	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 107	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	151130_MM_59_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-108	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 108	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM106_02.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-109	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 109	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160623_MM73_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-110	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 110	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	160617_MM72_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
PXD009630-Sample-111	Homo sapiens	lymph node	malignant melanoma	melanocytes	111	not available	62.4 ± 13.7 (25–89) years	run 111	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	survival (short, intermediate, long), BRAF status (wild type, V600E, V600A, V600K), tumor cell content	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	20 ppm	0.02 Da	orbitrap	170519_MM118_03.raw	v1.1.0	HAMLET-agentic v0.1.0	malignant melanoma
